School Name,State,School Sector,School Type,ABS Remoteness Area Name,Latitude,Longitude
Trinity Anglican School - Marlin Coast Campus,QLD,Independent,Primary,Outer Regional,-16.789017,145.682631
St John's Anglican College - Alpine Place Campus,QLD,Independent,Primary,Major Cities,-27.611961,152.960559
Good Shepherd Christian School,QLD,Independent,Combined,Major Cities,-27.344125,152.96454
Caloundra City Private School,QLD,Independent,Combined,Major Cities,-26.824988,153.103085
Noosa Christian College,QLD,Independent,Combined,Inner Regional,-26.427873,152.903924
St James Lutheran College,QLD,Independent,Combined,Inner Regional,-25.298549,152.813363
Faith Lutheran College - Redlands - Beveridge Road Campus,QLD,Independent,Combined,Major Cities,-27.576714,153.281163
Australian International Islamic College,QLD,Independent,Combined,Major Cities,-27.597081,152.988061
The Lakes College,QLD,Independent,Combined,Major Cities,-27.23372592,153.0228554
Coolum Beach Christian College,QLD,Independent,Combined,Major Cities,-26.535369,153.046951
Hillbrook Anglican School,QLD,Independent,Secondary,Major Cities,-27.416674,152.989079
Toowoomba Anglican School,QLD,Independent,Combined,Inner Regional,-27.559153,151.976805
Canterbury College,QLD,Independent,Combined,Major Cities,-27.708684,153.148567
Anglican Church Grammar School,QLD,Independent,Combined,Major Cities,-27.482209,153.05093
Trinity Anglican School,QLD,Independent,Combined,Outer Regional,-16.978947,145.745155
St Aidan's Anglican Girls School,QLD,Independent,Combined,Major Cities,-27.538587,152.979176
St Paul's School,QLD,Independent,Combined,Major Cities,-27.31591686,153.0044345
St Margaret's Anglican Girls School,QLD,Independent,Combined,Major Cities,-27.430561,153.049985
All Souls St Gabriels School,QLD,Independent,Combined,Outer Regional,-20.062865,146.276864
All Saints Anglican School,QLD,Independent,Combined,Major Cities,-28.060906,153.36112
The Southport School,QLD,Independent,Combined,Major Cities,-27.983058,153.413639
The Cathedral School of St Anne and St James,QLD,Independent,Combined,Outer Regional,-19.296162,146.778644
Matthew Flinders Anglican College,QLD,Independent,Combined,Major Cities,-26.69879926,153.0586035
West Moreton Anglican College,QLD,Independent,Combined,Major Cities,-27.590015,152.704989
St Hilda's School,QLD,Independent,Combined,Major Cities,-27.968845,153.409238
St Luke's Anglican School,QLD,Independent,Combined,Inner Regional,-24.853752,152.387729
St John's Anglican College,QLD,Independent,Secondary,Major Cities,-27.621163,152.972276
The Glennie School,QLD,Independent,Combined,Inner Regional,-27.5625336,151.9362772
Brisbane Boys' College,QLD,Independent,Combined,Major Cities,-27.487004,152.987731
Clayfield College,QLD,Independent,Combined,Major Cities,-27.420043,153.051838
The Kooralbyn International School,QLD,Independent,Combined,Inner Regional,-28.090613,152.842871
Somerville House,QLD,Independent,Combined,Major Cities,-27.483543,153.025359
Fairholme College,QLD,Independent,Combined,Inner Regional,-27.555323,151.977165
Northpine Christian College,QLD,Independent,Combined,Major Cities,-27.220654,152.985067
Gold Coast Christian College,QLD,Independent,Combined,Major Cities,-28.102339,153.400613
Ipswich Adventist School,QLD,Independent,Primary,Major Cities,-27.59584,152.746149
Darling Downs Adventist College,QLD,Independent,Combined,Inner Regional,-27.568677,151.905139
Hope Adventist School,QLD,Independent,Primary,Inner Regional,-24.8528243,152.3318229
Cairns Adventist College,QLD,Independent,Combined,Outer Regional,-17.07637838,145.7924196
Riverside Adventist School,QLD,Independent,Primary,Outer Regional,-19.305642,146.767295
Carlisle Adventist College,QLD,Independent,Combined,Inner Regional,-21.100699,149.164557
Bethania Lutheran Primary School,QLD,Independent,Primary,Major Cities,-27.693979,153.157642
St Peters Lutheran College,QLD,Independent,Combined,Major Cities,-27.506204,152.98321
Concordia Lutheran College,QLD,Independent,Combined,Inner Regional,-27.572958,151.929585
Immanuel Lutheran College,QLD,Independent,Combined,Major Cities,-26.671173,153.081431
Blackall Range Independent School,QLD,Independent,Combined,Inner Regional,-26.617844,152.901288
The School of Total Education,QLD,Independent,Combined,Inner Regional,-28.204078,152.0445
Brisbane Independent School,QLD,Independent,Primary,Major Cities,-27.524134,152.918721
Rockhampton Girls Grammar School,QLD,Independent,Combined,Inner Regional,-23.38858,150.496149
Townsville Grammar School - Annandale Campus,QLD,Independent,Primary,Outer Regional,-19.316467,146.793554
Brisbane Grammar School,QLD,Independent,Combined,Major Cities,-27.45992207,153.0173305
Brisbane Girls Grammar School,QLD,Independent,Secondary,Major Cities,-27.4591453,153.0198035
Ipswich Girls' Grammar School including Ipswich Junior Grammar School,QLD,Independent,Combined,Major Cities,-27.613971,152.771037
Ipswich Grammar School,QLD,Independent,Combined,Major Cities,-27.612921,152.751996
Toowoomba Grammar School,QLD,Independent,Combined,Inner Regional,-27.56317346,151.9691819
The Rockhampton Grammar School,QLD,Independent,Combined,Inner Regional,-23.38271,150.49523
Good Shepherd Lutheran College,QLD,Independent,Combined,Major Cities,-26.408691,153.049857
Wadja Wadja High School,QLD,Independent,Secondary,Remote,-24.129655,149.457665
Maridahdi Kindergarten and Primary School,QLD,Independent,Primary,Inner Regional,-27.583501,151.981814
Montessori International College,QLD,Independent,Combined,Major Cities,-26.67099,153.007123
Calvary Christian College,QLD,Independent,Primary,Major Cities,-27.615922,153.141971
Carinity Education - Shalom,QLD,Independent,Combined,Outer Regional,-19.319762,146.712928
Moreton Bay College,QLD,Independent,Combined,Major Cities,-27.47050831,153.1518959
The SCOTS PGC College,QLD,Independent,Combined,Inner Regional,-28.210574,152.04523
Hillcrest Christian College,QLD,Independent,Combined,Major Cities,-28.106418,153.397512
Annandale Christian College,QLD,Independent,Combined,Outer Regional,-19.31260018,146.7788147
St Michael's College,QLD,Independent,Primary,Major Cities,-27.0685,153.0196
Trinity College,QLD,Independent,Combined,Inner Regional,-23.871019,151.256721
Northside Christian College,QLD,Independent,Combined,Major Cities,-27.394113,152.990819
Bayside Christian College Hervey Bay,QLD,Independent,Combined,Inner Regional,-25.298418,152.815893
Westside Christian College,QLD,Independent,Secondary,Major Cities,-27.610851,152.887264
Toowoomba Christian College,QLD,Independent,Combined,Inner Regional,-27.489057,151.946789
King's Christian College,QLD,Independent,Combined,Major Cities,-28.097214,153.39648
Dalby Christian College,QLD,Independent,Combined,Inner Regional,-27.171616,151.278221
Caloundra Christian College,QLD,Independent,Combined,Major Cities,-26.799655,153.118339
Sinai College,QLD,Independent,Primary,Major Cities,-27.555752,153.145029
Aboriginal & Islander Independent Community School,QLD,Independent,Combined,Major Cities,-27.581202,153.025541
John Paul College,QLD,Independent,Combined,Major Cities,-27.63364071,153.1483227
Mueller College,QLD,Independent,Combined,Major Cities,-27.212131,153.061238
Genesis Christian College,QLD,Independent,Combined,Major Cities,-27.287884,152.952778
Rivermount College,QLD,Independent,Combined,Major Cities,-27.753893,153.200393
Kingsley College,QLD,Independent,Combined,Inner Regional,-23.372668,150.51611
Riverside Christian College,QLD,Independent,Combined,Inner Regional,-25.51766,152.664785
Concordia Lutheran College - Concordia Primary Campus,QLD,Independent,Primary,Inner Regional,-27.575605,151.92795
Concordia Lutheran College - Martin Luther Primary Campus,QLD,Independent,Primary,Inner Regional,-27.591665,151.95488
St Peters Lutheran College Springfield,QLD,Independent,Combined,Major Cities,-27.6893934,152.9082606
Grace Lutheran Primary School,QLD,Independent,Primary,Major Cities,-27.254389,153.089762
Bethany Lutheran Primary School,QLD,Independent,Primary,Major Cities,-27.638085,152.776268
Peace Lutheran Primary School,QLD,Independent,Primary,Inner Regional,-27.557387,152.274555
Faith Lutheran College - Redlands,QLD,Independent,Primary,Major Cities,-27.584875,153.293386
"Redeemer Lutheran College, Biloela",QLD,Independent,Combined,Outer Regional,-24.401565,150.520288
St John's Lutheran Primary School,QLD,Independent,Primary,Inner Regional,-24.869147,152.362284
Prince of Peace Lutheran College,QLD,Independent,Primary,Major Cities,-27.3913,152.977
Good News Lutheran School,QLD,Independent,Primary,Major Cities,-27.554863,152.928282
St Paul's Lutheran Primary School,QLD,Independent,Primary,Major Cities,-27.072285,152.932928
St John's Lutheran School,QLD,Independent,Combined,Inner Regional,-26.537564,151.856236
St Andrews Lutheran College,QLD,Independent,Combined,Major Cities,-28.121869,153.433179
Peace Lutheran College,QLD,Independent,Combined,Outer Regional,-16.8803,145.691
Grace Lutheran College,QLD,Independent,Secondary,Major Cities,-27.21807936,153.056463
Redeemer Lutheran College,QLD,Independent,Combined,Major Cities,-27.584491,153.123681
Brisbane Montessori School,QLD,Independent,Combined,Major Cities,-27.531298,152.962828
Chinchilla Christian College,QLD,Independent,Combined,Outer Regional,-26.737971,150.640557
Pine Community School,QLD,Independent,Primary,Major Cities,-27.387534,152.962569
Ormiston College,QLD,Independent,Combined,Major Cities,-27.515212,153.247847
Cannon Hill Anglican College,QLD,Independent,Combined,Major Cities,-27.460936,153.086147
Hills International College,QLD,Independent,Combined,Major Cities,-27.816508,153.017874
Blackheath and Thornburgh College,QLD,Independent,Combined,Outer Regional,-20.07031,146.256705
Redlands College,QLD,Independent,Combined,Major Cities,-27.491803,153.232173
Somerset College,QLD,Independent,Combined,Major Cities,-28.090947,153.374723
Emmanuel College,QLD,Independent,Combined,Major Cities,-28.016537,153.369536
Samford Valley Steiner School,QLD,Independent,Combined,Inner Regional,-27.392253,152.858641
A B Paterson College,QLD,Independent,Combined,Major Cities,-27.927672,153.360361
Cooloola Christian College,QLD,Independent,Combined,Inner Regional,-26.198524,152.640782
Mancel College,QLD,Independent,Combined,Major Cities,-27.527424,152.96376
Highlands Christian College,QLD,Independent,Combined,Inner Regional,-27.60017,151.950881
Suncoast Christian College,QLD,Independent,Combined,Major Cities,-26.665243,152.97695
Victory College,QLD,Independent,Combined,Inner Regional,-26.16296669,152.6627005
Citipointe Christian College,QLD,Independent,Combined,Major Cities,-27.53485727,153.1132468
Burdekin Christian College,QLD,Independent,Combined,Outer Regional,-19.572581,147.417313
Jubilee Christian College,QLD,Independent,Combined,Outer Regional,-17.274174,145.479139
Brisbane Christian College,QLD,Independent,Combined,Major Cities,-27.558396,153.039274
Calvary Christian College,QLD,Independent,Combined,Outer Regional,-19.270303,146.738237
Nambour Christian College,QLD,Independent,Combined,Major Cities,-26.64408519,152.9598391
Freshwater Christian College,QLD,Independent,Combined,Outer Regional,-16.892955,145.708764
Mackay Christian College,QLD,Independent,Combined,Inner Regional,-21.115039,149.182234
Whitsunday Anglican School,QLD,Independent,Combined,Inner Regional,-21.1,149.174
Djarragun College,QLD,Independent,Combined,Outer Regional,-17.079908,145.776438
Gulf Christian College,QLD,Independent,Combined,Very Remote,-17.67093451,141.0798069
Heights College,QLD,Independent,Combined,Inner Regional,-23.32890646,150.5155838
Arethusa College,QLD,Independent,Secondary,Major Cities,-27.178723,152.986551
Albany Senior High School,WA,Government,Secondary,Outer Regional,-35.01976406,117.891925
Applecross Senior High School,WA,Government,Secondary,Major Cities,-32.02877,115.83382
Armadale Senior High School,WA,Government,Secondary,Major Cities,-32.1616299,116.0163477
Balcatta Senior High School,WA,Government,Secondary,Major Cities,-31.87572953,115.8126093
Belmont City College,WA,Government,Secondary,Major Cities,-31.9557464,115.9362663
Bridgetown High School,WA,Government,Secondary,Inner Regional,-33.96079,116.14142
Bunbury Senior High School,WA,Government,Secondary,Inner Regional,-33.32722222,115.6327778
Busselton Senior High School,WA,Government,Secondary,Inner Regional,-33.656981,115.325541
Carnarvon Community College,WA,Government,Combined,Very Remote,-24.866728,113.677542
Churchlands Senior High School,WA,Government,Secondary,Major Cities,-31.91711398,115.7892596
Collie Senior High School,WA,Government,Secondary,Inner Regional,-33.36293067,116.1569321
Eastern Hills Senior High School,WA,Government,Secondary,Major Cities,-31.87515,116.21982
Esperance Senior High School,WA,Government,Secondary,Remote,-33.86039,121.870968
Governor Stirling Senior High School,WA,Government,Secondary,Major Cities,-31.890277,115.990297
Hampton Senior High School,WA,Government,Secondary,Major Cities,-31.8901676,115.9259254
Harvey Senior High School,WA,Government,Secondary,Inner Regional,-33.08363148,115.9065456
John Curtin College Of The Arts,WA,Government,Secondary,Major Cities,-32.04943,115.75751
John Forrest Secondary College,WA,Government,Secondary,Major Cities,-31.904638,115.900069
Kalamunda Senior High School,WA,Government,Secondary,Major Cities,-31.97841597,116.0588438
Katanning Senior High School,WA,Government,Secondary,Outer Regional,-33.68261,117.56833
Kent Street Senior High School,WA,Government,Secondary,Major Cities,-31.98533,115.89328
Gilmore College,WA,Government,Secondary,Major Cities,-32.23769,115.81534
Manjimup Senior High School,WA,Government,Secondary,Outer Regional,-34.23444,116.1338
Margaret River Senior High School,WA,Government,Secondary,Inner Regional,-33.959932,115.073545
Melville Senior High School,WA,Government,Secondary,Major Cities,-32.04672,115.8046
Dianella Secondary College,WA,Government,Secondary,Major Cities,-31.87763059,115.8536258
Mount Lawley Senior High School,WA,Government,Secondary,Major Cities,-31.921698,115.870796
Narrogin Senior High School,WA,Government,Secondary,Outer Regional,-32.93742,117.19032
Newton Moore Senior High School,WA,Government,Secondary,Inner Regional,-33.36018,115.63407
Northam Senior High School,WA,Government,Secondary,Inner Regional,-31.64772717,116.667809
Perth Modern School,WA,Government,Secondary,Major Cities,-31.94522949,115.8374242
Pinjarra Senior High School,WA,Government,Secondary,Major Cities,-32.63306,115.87207
Rossmoyne Senior High School,WA,Government,Secondary,Major Cities,-32.04546,115.869625
Como Secondary College,WA,Government,Secondary,Major Cities,-32.00338632,115.869796
Balga Senior High School,WA,Government,Secondary,Major Cities,-31.85174717,115.8454908
Morley Senior High School,WA,Government,Secondary,Major Cities,-31.87476036,115.8838756
Central Midlands Senior High School,WA,Government,Secondary,Outer Regional,-30.64064,116.01416
Hedland Senior High School,WA,Government,Secondary,Remote,-20.39952,118.59729
Rockingham Senior High School,WA,Government,Secondary,Major Cities,-32.28475182,115.7369159
Thornlie Senior High School,WA,Government,Secondary,Major Cities,-32.06545,115.95953
Karratha Senior High School,WA,Government,Secondary,Remote,-20.746398,116.825291
Carine Senior High School,WA,Government,Secondary,Major Cities,-31.85183733,115.7769596
Kelmscott Senior High School,WA,Government,Secondary,Major Cities,-32.12032668,116.0099645
Beverley District High School,WA,Government,Combined,Outer Regional,-32.10055556,116.9283333
Boddington District High School,WA,Government,Combined,Inner Regional,-32.801617,116.467214
Boyup Brook District High School,WA,Government,Combined,Outer Regional,-33.83609734,116.3914541
Brookton District High School,WA,Government,Combined,Outer Regional,-32.37214309,117.0093843
Broome Senior High School,WA,Government,Secondary,Remote,-17.95472222,122.2308333
Bruce Rock District High School,WA,Government,Combined,Remote,-31.87333333,118.1444444
Bullsbrook College,WA,Government,Combined,Inner Regional,-31.66185218,116.0337665
Carnamah District High School,WA,Government,Combined,Remote,-29.68721,115.89189
Corrigin District High School,WA,Government,Combined,Remote,-32.32684,117.8768
Cunderdin District High School,WA,Government,Combined,Outer Regional,-31.655,117.24465
Dalwallinu District High School,WA,Government,Combined,Remote,-30.27092,116.66218
Denmark Senior High School,WA,Government,Secondary,Outer Regional,-34.95797,117.36516
Derby District High School,WA,Government,Combined,Very Remote,-17.30928,123.6346
Donnybrook District High School,WA,Government,Combined,Inner Regional,-33.57519966,115.8206541
Dowerin District High School,WA,Government,Combined,Outer Regional,-31.19182716,117.0334927
